scenario,t,b,p_marg,dp,p_bs,dp_bs,has_boundary,t_star_prob,b_star_prob,t_star_bs,b_star_bs,t_star_drop,b_star_drop,p_star_drop
B_put,0.03461538461538462,71.50615271754117,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.038461538461538464,71.50390881025774,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.04230769230769231,71.50184558294687,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.046153846153846156,71.49981365627663,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.05,71.49782609234454,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.05384615384615385,71.49590026220642,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.05769230769230769,71.4940592918178,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.06153846153846154,71.49233402202991,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.06538461538461539,71.49076566523314,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.06923076923076923,71.48940939877316,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.07307692307692308,71.48833921867539,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.07692307692307693,71.48765457262114,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.08076923076923077,71.48749003991998,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
B_put,0.08461538461538462,71.48803266642457,0.0,0.0,1.0,0.0,True,0.3539473684210526,97.87406463461542,0.1,71.52050982325196,0.0038461538461538464,71.52025466678757,1.0
