scenario,t,b,p_bs,p_marg,t_star_prob,b_star_prob,t_star_bs_jump,b_star_bs_jump,p_star_bs_jump
B_call,0.387012987012987,120.83074111610077,3.0125901773203623e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.38896103896103895,120.82078339052026,3.46750406166052e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.3909090909090909,120.81066659443898,3.986755370277706e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.39285714285714285,120.8004448054082,4.5783377089492205e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.39480519480519477,120.79016057036347,5.2511328618720654e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.39675324675324675,120.77984553040639,6.015077325116636e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.39870129870129867,120.76952308279245,6.88116230662672e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.40064935064935064,120.75921251686172,7.861600259673196e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.40259740259740256,120.74893452839473,8.969658349400333e-12,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.40454545454545454,120.73871872279774,1.0219936008581954e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.40649350649350646,120.72861481486811,1.1627754314957883e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.40844155844155844,120.7187113716355,1.3208711902024106e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.41038961038961036,120.7091711905337,1.497724166910075e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.41233766233766234,120.70030829469121,1.694289153419959e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.41428571428571426,120.69279381547952,1.9100498960256118e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.41623376623376623,120.68679638687406,2.1453561149797906e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.41818181818181815,120.68045300734843,2.4084789718159527e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.42012987012987013,120.67370896386336,2.7028213001045742e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.42207792207792205,120.66649611938168,3.032313289352828e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.42402597402597403,120.65872841827168,3.401551262882663e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.42597402597402595,120.6502956191967,3.815975313514741e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4279220779220779,120.64105466853525,4.2821579615548444e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.42987012987012985,120.630818427746,4.808159426161751e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.43181818181818177,120.61934335479927,5.4040993902049195e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.43376623376623374,120.60632521608686,6.082806480733893e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4357142857142857,120.5914369004152,6.860279011533521e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.43766233766233764,120.57450695449232,7.754308306573421e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4396103896103896,120.55600280462946,8.777456539377226e-11,nan,,,0.1,100.39805668695807,0.411600752478027
